Eval count: 1, Parameters: [-2.606997051985, -1.0934639267451152, -0.43226729194166236, -1.6027486882297002, -0.8776683146866109, -2.153018927789951, 0.3392694619190837, 0.512928582357584, 2.389086584121647, 1.0524107646751615, 3.136374069757154, -0.05281678085502284, -2.6159184188417677, 0.2465849937172515, -2.870853630848949, 1.5133556430099127, -2.183585945101438, 0.835427721558462, -0.14027405237022927, 3.021067647157146, 1.4240342823249321, 3.1315858021181144, 1.0912459536065349, 1.993456477732459, -1.8471957801607106, 2.2639380256246806, 2.794000130146687, 2.710287691087263, -2.9986867296038637, 2.057704763330671, 2.6964631951647773, -2.3858777928907, 1.3276425389959154, -0.03595872269751732, 1.8041703028347014], Energy: -26.303334183557624
Eval count: 2, Parameters: [-2.606997037083839, -1.0934639267451152, -0.43226729194166236, -1.6027486882297002, -0.8776683146866109, -2.153018927789951, 0.3392694619190837, 0.512928582357584, 2.389086584121647, 1.0524107646751615, 3.136374069757154, -0.05281678085502284, -2.6159184188417677, 0.2465849937172515, -2.870853630848949, 1.5133556430099127, -2.183585945101438, 0.835427721558462, -0.14027405237022927, 3.021067647157146, 1.4240342823249321, 3.1315858021181144, 1.0912459536065349, 1.993456477732459, -1.8471957801607106, 2.2639380256246806, 2.794000130146687, 2.710287691087263, -2.9986867296038637, 2.057704763330671, 2.6964631951647773, -2.3858777928907, 1.3276425389959154, -0.03595872269751732, 1.8041703028347014], Energy: -26.30333415302179
Eval count: 3, Parameters: [-2.606997051985, -1.093463911843954, -0.43226729194166236, -1.6027486882297002, -0.8776683146866109, -2.153018927789951, 0.3392694619190837, 0.512928582357584, 2.389086584121647, 1.0524107646751615, 3.136374069757154, -0.05281678085502284, -2.6159184188417677, 0.2465849937172515, -2.870853630848949, 1.5133556430099127, -2.183585945101438, 0.835427721558462, -0.14027405237022927, 3.021067647157146, 1.4240342823249321, 3.1315858021181144, 1.0912459536065349, 1.993456477732459, -1.8471957801607106, 2.2639380256246806, 2.794000130146687, 2.710287691087263, -2.9986867296038637, 2.057704763330671, 2.6964631951647773, -2.3858777928907, 1.3276425389959154, -0.03595872269751732, 1.8041703028347014], Energy: -26.303334143634025
Eval count: 4, Parameters: [-2.606997051985, -1.0934639267451152, -0.43226727704050116, -1.6027486882297002, -0.8776683146866109, -2.153018927789951, 0.3392694619190837, 0.512928582357584, 2.389086584121647, 1.0524107646751615, 3.136374069757154, -0.05281678085502284, -2.6159184188417677, 0.2465849937172515, -2.870853630848949, 1.5133556430099127, -2.183585945101438, 0.835427721558462, -0.14027405237022927, 3.021067647157146, 1.4240342823249321, 3.1315858021181144, 1.0912459536065349, 1.993456477732459, -1.8471957801607106, 2.2639380256246806, 2.794000130146687, 2.710287691087263, -2.9986867296038637, 2.057704763330671, 2.6964631951647773, -2.3858777928907, 1.3276425389959154, -0.03595872269751732, 1.8041703028347014], Energy: -26.303334165756446
Eval count: 5, Parameters: [-2.606997051985, -1.0934639267451152, -0.43226729194166236, -1.602748673328539, -0.8776683146866109, -2.153018927789951, 0.3392694619190837, 0.512928582357584, 2.389086584121647, 1.0524107646751615, 3.136374069757154, -0.05281678085502284, -2.6159184188417677, 0.2465849937172515, -2.870853630848949, 1.5133556430099127, -2.183585945101438, 0.835427721558462, -0.14027405237022927, 3.021067647157146, 1.4240342823249321, 3.1315858021181144, 1.0912459536065349, 1.993456477732459, -1.8471957801607106, 2.2639380256246806, 2.794000130146687, 2.710287691087263, -2.9986867296038637, 2.057704763330671, 2.6964631951647773, -2.3858777928907, 1.3276425389959154, -0.03595872269751732, 1.8041703028347014], Energy: -26.303334153796577
Eval count: 6, Parameters: [-2.606997051985, -1.0934639267451152, -0.43226729194166236, -1.6027486882297002, -0.8776682997854497, -2.153018927789951, 0.3392694619190837, 0.512928582357584, 2.389086584121647, 1.0524107646751615, 3.136374069757154, -0.05281678085502284, -2.6159184188417677, 0.2465849937172515, -2.870853630848949, 1.5133556430099127, -2.183585945101438, 0.835427721558462, -0.14027405237022927, 3.021067647157146, 1.4240342823249321, 3.1315858021181144, 1.0912459536065349, 1.993456477732459, -1.8471957801607106, 2.2639380256246806, 2.794000130146687, 2.710287691087263, -2.9986867296038637, 2.057704763330671, 2.6964631951647773, -2.3858777928907, 1.3276425389959154, -0.03595872269751732, 1.8041703028347014], Energy: -26.30333420612189
Eval count: 7, Parameters: [-2.606997051985, -1.0934639267451152, -0.43226729194166236, -1.6027486882297002, -0.8776683146866109, -2.1530189128887898, 0.3392694619190837, 0.512928582357584, 2.389086584121647, 1.0524107646751615, 3.136374069757154, -0.05281678085502284, -2.6159184188417677, 0.2465849937172515, -2.870853630848949, 1.5133556430099127, -2.183585945101438, 0.835427721558462, -0.14027405237022927, 3.021067647157146, 1.4240342823249321, 3.1315858021181144, 1.0912459536065349, 1.993456477732459, -1.8471957801607106, 2.2639380256246806, 2.794000130146687, 2.710287691087263, -2.9986867296038637, 2.057704763330671, 2.6964631951647773, -2.3858777928907, 1.3276425389959154, -0.03595872269751732, 1.8041703028347014], Energy: -26.30333417253862
Eval count: 8, Parameters: [-2.606997051985, -1.0934639267451152, -0.43226729194166236, -1.6027486882297002, -0.8776683146866109, -2.153018927789951, 0.3392694768202449, 0.512928582357584, 2.389086584121647, 1.0524107646751615, 3.136374069757154, -0.05281678085502284, -2.6159184188417677, 0.2465849937172515, -2.870853630848949, 1.5133556430099127, -2.183585945101438, 0.835427721558462, -0.14027405237022927, 3.021067647157146, 1.4240342823249321, 3.1315858021181144, 1.0912459536065349, 1.993456477732459, -1.8471957801607106, 2.2639380256246806, 2.794000130146687, 2.710287691087263, -2.9986867296038637, 2.057704763330671, 2.6964631951647773, -2.3858777928907, 1.3276425389959154, -0.03595872269751732, 1.8041703028347014], Energy: -26.303334176743085
Eval count: 9, Parameters: [-2.606997051985, -1.0934639267451152, -0.43226729194166236, -1.6027486882297002, -0.8776683146866109, -2.153018927789951, 0.3392694619190837, 0.5129285972587452, 2.389086584121647, 1.0524107646751615, 3.136374069757154, -0.05281678085502284, -2.6159184188417677, 0.2465849937172515, -2.870853630848949, 1.5133556430099127, -2.183585945101438, 0.835427721558462, -0.14027405237022927, 3.021067647157146, 1.4240342823249321, 3.1315858021181144, 1.0912459536065349, 1.993456477732459, -1.8471957801607106, 2.2639380256246806, 2.794000130146687, 2.710287691087263, -2.9986867296038637, 2.057704763330671, 2.6964631951647773, -2.3858777928907, 1.3276425389959154, -0.03595872269751732, 1.8041703028347014], Energy: -26.303334168251343
Eval count: 10, Parameters: [-2.606997051985, -1.0934639267451152, -0.43226729194166236, -1.6027486882297002, -0.8776683146866109, -2.153018927789951, 0.3392694619190837, 0.512928582357584, 2.389086599022808, 1.0524107646751615, 3.136374069757154, -0.05281678085502284, -2.6159184188417677, 0.2465849937172515, -2.870853630848949, 1.5133556430099127, -2.183585945101438, 0.835427721558462, -0.14027405237022927, 3.021067647157146, 1.4240342823249321, 3.1315858021181144, 1.0912459536065349, 1.993456477732459, -1.8471957801607106, 2.2639380256246806, 2.794000130146687, 2.710287691087263, -2.9986867296038637, 2.057704763330671, 2.6964631951647773, -2.3858777928907, 1.3276425389959154, -0.03595872269751732, 1.8041703028347014], Energy: -26.303334227409753
